name,team,position,goals_scored_1,goals_scored_2,goals_scored_3,goals_scored_4,goals_scored_5,goals_scored_6,goals_scored_7,goals_scored_8,goals_scored_9,goals_scored_10,goals_scored_11
Ryan OnÃ©,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Sam Curtis,,,,,,,,,,,,,
Sam Proctor,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Saman Ghoddos,,,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0
Samy Chouchane,,,,,,,,,,,,,
Santiago Bueno,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Siriki DembÃ©lÃ©,3.0,MID,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0
Sofyan Amrabat,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Steven Benda,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Sydie Peck,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Tahith Chong,12.0,MID,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0
Tawanda Chirewa,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Taylan Harris,,,,,,,,,,,,,
Tayo Adaramola,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Ted Curd,,,,,,,,,,,,,
Teddy Sharman-Lowe,,,,,,,,,,,,,
Temple Ojinnaka,,,,,,,,,,,,,
Thomas Kaminski,12.0,GK,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0
Tim Krul,,,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0
Timo Werner,,,,,,,,,,,0.0,0.0,0.0
Timothy Castagne,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Toby Collyer,,,,,,,,,,,,,
Tom Davies,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Tom Lockyer,12.0,DEF,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0
Tommi O'Reilly,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0
Travis Hernes,,,,,,,,,,,,0.0,0.0
Treymaurice Nyoni,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Ty Barnett,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0
Tyler Adams,,,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0
Tyrese Hall,,,,,,,,,,,,,
Tyrique George,,,,,,,,,,,,,
ValentÃ­n Barco,,,,,,,,,,,,,
Valintino Adedokun,,,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0
Vincent Angelini,,,,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0
Wataru Endo,,,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Wesley Okoduwa,,,,,,,,,,,,,
Willy Kambwala,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Wilson Odobert,,,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
Yago de Santiago Alonso,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Yegor Yarmoliuk,,,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0
Yerson Mosquera,,,,,,,,,,,0.0,0.0,0.0
Yunus Konak,,,,,,,,,,,,,
Zack Nelson,,,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0
Zak Sturge,,,,,,,,,,,,,
ÄorÄe PetroviÄ,,,,,,,,,,,0.0,0.0,0.0
Aaron Ramsey,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Adam Smith,3.0,DEF,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Adam Wharton,,,,,,,,,,,,0.0,0.0
Adama TraorÃ©,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Ademola Ola-Adebomi,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Admiral Muskwe,12.0,FWD,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Aidan Francis-Clarke,12.0,DEF,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Alex Matos,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Alex Scott,3.0,MID,0.0,0.0,0.0,,0.0,0.0,1.0,0.0,0.0,0.0,0.0
Alfie Dorrington,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Alfie Doughty,12.0,DEF,0.0,0.0,0.0,,0.0,1.0,0.0,0.0,0.0,0.0,0.0
Alfie Gilchrist,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Allan Campbell,12.0,MID,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Altay Bayindir,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Amadou Diallo,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Amara Nallo,,,,,,,,,,,,,
Amari'i Bell,12.0,DEF,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Andrew Omobamidele,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Andros Townsend,,,0.0,0.0,0.0,,1.0,0.0,0.0,0.0,0.0,0.0,0.0
Anssumane Fati Vieira,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Antoine Semenyo,3.0,FWD,1.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Aribim Pepple,12.0,FWD,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Ashley Phillips,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Axel Piesold,,,,,,,,,,,,,
Bashir Humphreys,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Ben Brereton,,,,,,,,,,1.0,1.0,0.0,0.0
Ben Greenwood,3.0,DEF,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Ben Jackson,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Ben Parkinson,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Ben Pearson,3.0,MID,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Benicio Baker-Boaitey,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Benjamin Arthur,,,,,,,,,,,,,
Benjamin Fredrick,,,,,,,,,,,0.0,0.0,0.0
Billy Blacker,,,,,,,,,,,,,
Billy Crellin,,,,,,,,,,,,,
Bradley Ibrahim,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Callan McKenna,,,,,,,,,,,,,
Callum Marshall,,,,,,,,,,0.0,0.0,0.0,0.0
Callum Scanlon,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Cameron Peupion,,,,,,,,,,0.0,0.0,0.0,0.0
Carlos Baleba,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Carlos Mendes Gomes,12.0,MID,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Carlton Morris,12.0,FWD,0.0,0.0,0.0,,0.0,0.0,0.0,1.0,0.0,1.0,1.0
Cauley Woodrow,12.0,FWD,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Cesare Casadei,,,,,,,,,,,0.0,0.0,0.0
Charles Sagoe,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Chiedozie Ogbene,12.0,FWD,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,1.0,0.0,0.0
Chris Mepham,3.0,DEF,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Christian Chigozie,,,,,,,,,,,,,
ClÃ©ment Lenglet,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Conor Bradley,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
Daiki Hashioka,,,,,,,,,,,,0.0,0.0
Dan Potts,12.0,DEF,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Dango Ouattara,3.0,MID,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Daniel Gore,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Daniel MuÃ±oz,,,,,,,,,,,0.0,0.0,0.0
Darren Randolph,3.0,GK,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0
David Brooks,3.0,MID,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0
David Ozoh,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Deivid Washington de Souza EugÃªnio,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Dermot Mee,,,,,,,,,,,,,
Detlef Esapa Osong,,,,,,,,,,0.0,0.0,0.0,0.0
Devan Tanton,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Diego Manuel Jadon da Silva Moreira,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Dion Pereira,12.0,MID,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Divock Origi,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Djordje Petrovic,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,
Dominic Dos Santos Martins,,,,,,,,,,,,,
Dominic Sadi,,,,,,,,,,,,,0.0
Dominic Solanke,3.0,FWD,1.0,0.0,1.0,,3.0,1.0,0.0,0.0,1.0,0.0,0.0
Dovydas Sasnauskas,,,,,,,,,,,,,
Eddie Beach,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Elijah Adebayo,12.0,FWD,0.0,1.0,1.0,,0.0,0.0,1.0,0.0,3.0,1.0,0.0
Elijah Campbell,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Elliot Thorpe,12.0,MID,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Emiliano Marcondes,3.0,MID,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Enes Ãnal,,,,,,,,,,,,0.0,0.0
Enso GonzÃ¡lez,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Ethan Brierley,,,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0
Ethan Nwaneri,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0
Ethan Wheatley,,,,,,,,,,,,,
Fabian Mrozek,,,,,,,,,,,,,0.0
Filip Marschall,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Finley Munroe,,,,,,,,,,,,,
Fletcher Holman,,,,,,,,,,,,,
FodÃ© Ballo-TourÃ©,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Franco Umeh-Chibueze,,,,,,,,,,,,,
Fred Onyedinma,12.0,MID,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Gabriel Osho,12.0,DEF,0.0,1.0,0.0,,0.0,0.0,0.0,0.0,0.0,1.0,0.0
Gavin Kilkenny,3.0,MID,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0
George Earthy,,,,,,,,,,,,,
Giovanni Reyna,,,,,,,,,,,,0.0,0.0
Glen Rea,12.0,MID,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Gonzalo Montiel,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Gustavo Hamer,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Habeeb Ogunneye,,,,,,,,,,,,,
Hamed TraorÃ¨,3.0,MID,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Han-Noah Massengo,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Hannes Delcroix,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Harry Amass,,,,,,,,,,,,,
Harvey Griffiths,,,,,,,,,,0.0,0.0,0.0,0.0
HÃ¡kon Valdimarsson,,,,,,,,,,,0.0,0.0,0.0
Ibrahim SangarÃ©,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Illia Zabarnyi,3.0,DEF,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0
IonuÈ Radu,3.0,GK,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0
IshÃ© Samuels-Smith,,,,,,,,,,,,,
Issa KaborÃ©,12.0,DEF,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Ivo Grbic,,,,,,,,,,,0.0,0.0,0.0
Jack Harrison,,,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0
Jack Walton,12.0,GK,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Jacob Brown,12.0,FWD,1.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Jacob Wright,,,,,,,,,,,,,0.0
Jadan Raymond,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Jaidon Anthony,3.0,MID,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Jamal Lowe,3.0,MID,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0
James Hill,3.0,DEF,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0
James Shea,12.0,GK,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0
James Sweet,,,,,,,,,,,,,
James Ward-Prowse,,,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0
James Wright,,,,,,,,,,0.0,0.0,0.0,0.0
Jamie Donley,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Jamie McDonnell,,,,,,,,,,0.0,0.0,0.0,0.0
Jayden Danns,,,,,,,,,,,,,
Jayden Luker,,,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Jean-Ricner Bellegarde,,,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
Jenson Metcalfe,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Ji-Soo Kim,,,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0
Jili Buyabu,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Jimi Tauriainen,,,,,,,,,,,,,
Joe Gardner,,,,,,,,,,0.0,0.0,0.0,0.0
Joe Gauci,,,,,,,,,,,,,
Joe Hugill,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Joe Rothwell,3.0,MID,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Joe Taylor,12.0,FWD,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Joe White,,,,,,,,,,,0.0,0.0,0.0
John McAtee,12.0,FWD,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Jonny Evans,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Jordan Clark,12.0,MID,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Joseph Johnson,,,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Josh Acheampong,,,,,,,,,,,,,
Josh Brooking,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Joshua Duffus,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Joshua King,,,,,,,,,,,,0.0,0.0
Justin Hubner,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Justin Kluivert,3.0,MID,0.0,0.0,0.0,,0.0,1.0,0.0,0.0,0.0,1.0,0.0
JÃ©rÃ©my Doku,,,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0
Kadan Young,,,,,,,,,,,,,
Kaden Rodney,,,,,,,,,,,,,
Kaelan Casey,,,,,,,,,0.0,0.0,0.0,0.0,0.0
Kaide Gordon,,,,,,,,,,0.0,0.0,0.0,0.0
Kaine Kesler-Hayden,,,,,,,,,,,0.0,0.0,0.0
Kiano Dyer,,,,,,,,,,,,,
Kieffer Moore,3.0,FWD,0.0,1.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Konstantinos Mavropanos,,,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
Kristian Sekularac,,,,,,,,,,,0.0,0.0,0.0
Lander Emery,,,,,,,,,,,,,
Leigh Kavanagh,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Leo Castledine,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Leon Chiwome,,,,,,,,,,,,,
Lewis Cook,3.0,MID,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Lewis Koumas,,,,,,,,,,,,,0.0
Lewis Orford,,,,,,,,,0.0,0.0,0.0,0.0,0.0
Lewis Warrington,,,,,,,,,,,,,
Lloyd Kelly,3.0,DEF,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Lorenz Assignon,,,,,,,,,,,,0.0,0.0
Louie Watson,12.0,MID,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Louis Jackson,,,,,,,,,,,,,
Luca Barrington,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Luis Sinisterra,,,0.0,0.0,0.0,,0.0,1.0,0.0,0.0,0.0,0.0,0.0
Luke Berry,12.0,MID,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Luke Chambers,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Luke Freeman,12.0,MID,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Luke Harris,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Luke Thomas,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Mackenzie Hunt,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Mads Juel Andersen,12.0,DEF,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Mahamadou Susoho,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0
Marcelo de AraÃºjo Pitaluga Filho,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Marcos Senesi,3.0,DEF,0.0,1.0,1.0,,0.0,0.0,0.0,0.0,0.0,0.0,1.0
Marcus Tavernier,3.0,MID,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Mark OâMahony,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Mark Travers,3.0,GK,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Marvelous Nakamba,12.0,MID,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Matt Macey,12.0,GK,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Matthew Whittingham,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Matz Sels,,,,,,,,,,,,0.0,0.0
Mauro Bandeira,,,,,,,,,,,,,0.0
Max Aarons,3.0,DEF,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Max Kinsey,,,,,,,,,,,,,
Max Kinsey-Wellings,,,,,,,,,,,0.0,0.0,0.0
Maxime Esteve,,,,,,,,,,,,0.0,0.0
Micah Hamilton,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0
Michael Dacosta Gonzalez,,,,,,,,,,,,,
Michael Ndiweni,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Michael Olakigbe,,,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0
Mike TrÃ©sor,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Mikey Moore,,,,,,,,,,,,,
Milos Kerkez,3.0,DEF,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Mohammed Kudus,,,1.0,0.0,0.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
Morgan Rogers,,,,,,,,,,,,0.0,0.0
Murillo Santiago Costa dos Santos,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Myles Lewis-Skelly,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Myles Peart-Harris,,,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0
Nathan Fraser,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
NicolÃ¡s DomÃ­nguez,,,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
NicolÃ² Zaniolo,,,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
Noha Lemina,,,,,,,,,,,0.0,0.0,0.0
Norberto Bercique Gomes Betuncal,,,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Norberto Murara Neto,3.0,GK,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0
NoÃ«l Atom,,,,,,,,,,,,,
Odeluga Offiah,,,,,,,,,,,,,
Odysseas Vlachodimos,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Oliver Arblaster,,,,,,,,,,,,,
Oliver Scarles,,,,,,,,,,0.0,0.0,0.0,0.0
Oliwier Zych,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Ollie Harrison,,,,,,,,,,,,,
Owen Beck,,,,,,,,,,0.0,0.0,0.0,0.0
Owen Hampson,,,,,,,,,,,,,
Owen Hesketh,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Pelly Ruddock Mpanzu,12.0,MID,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Philip Billing,3.0,MID,0.0,0.0,1.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Radek VÃ­tek,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Radu Dragusin,,,,,,,,,,0.0,0.0,0.0,0.0
Reece Burke,12.0,DEF,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Reuell Walters,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Rhys Bennett,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Rodrigo Duarte Ribeiro,,,,,,,,,,,,0.0,0.0
Romain Faivre,,,,,,,,,,,0.0,0.0,0.0
RomÃ©o Lavia,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Ronnie Stutter,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Roshaun Mathurin,,,,,,,,,,,,,
Ross Barkley,12.0,MID,0.0,1.0,0.0,,0.0,0.0,1.0,0.0,0.0,1.0,0.0
Ryan Christie,3.0,MID,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Ryan Fredericks,3.0,DEF,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Ryan Giles,12.0,DEF,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Ryan Gravenberch,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Ryan OnÃ©,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Sam Curtis,,,,,,,,,,,,,
Sam Proctor,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Saman Ghoddos,,,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0
Samy Chouchane,,,,,,,,,,,,,
Santiago Bueno,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Siriki DembÃ©lÃ©,3.0,MID,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Sofyan Amrabat,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Steven Benda,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Sydie Peck,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Tahith Chong,12.0,MID,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Tawanda Chirewa,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Taylan Harris,,,,,,,,,,,,,
Tayo Adaramola,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Ted Curd,,,,,,,,,,,,,
Teddy Sharman-Lowe,,,,,,,,,,,,,
Temple Ojinnaka,,,,,,,,,,,,,
Thomas Kaminski,12.0,GK,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Tim Krul,,,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Timo Werner,,,,,,,,,,0.0,0.0,0.0,0.0
Timothy Castagne,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Toby Collyer,,,,,,,,,,,,,
Tom Davies,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Tom Lockyer,12.0,DEF,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Tommi O'Reilly,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0
